,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
208,Cubo mágico 8x8,brinquedos,15.58,0.0,20/08/2021,Juliana Costa,PR,5,cartao_credito,9,-24.89,-51.55
209,Pandeiro,instrumentos musicais,116.95,6.7583401923,07/03/2022,Juliana Costa,RJ,1,cartao_credito,3,-22.25,-42.66
210,Violão,instrumentos musicais,383.53,21.3102338619,24/07/2021,Beatriz Moraes,SP,1,cartao_credito,2,-22.19,-48.79
211,Bateria,instrumentos musicais,871.73,46.7057767964,15/10/2022,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
212,Bicicleta,esporte e lazer,884.13,44.6617017464,07/05/2022,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
213,Celular Plus X42,eletronicos,2120.55,110.4973470959,24/01/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
214,Lavadora de roupas,eletrodomesticos,2098.54,118.1205561097,04/04/2020,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
215,Smart TV,eletronicos,1704.65,91.0562610368,04/06/2022,Bianca Santos,SP,4,cartao_credito,4,-22.19,-48.79
216,TV Led UHD 4K,eletronicos,3240.02,173.052422237,10/11/2022,João Souza,SP,1,cartao_credito,1,-22.19,-48.79
217,Fone de ouvido,eletronicos,127.79,7.0875589648,14/01/2020,Camila Ribeiro,SP,1,cartao_credito,5,-22.19,-48.79
218,Carrinho controle remoto,brinquedos,104.0,3.1221261924,21/03/2021,Bianca Santos,PR,5,boleto,1,-24.89,-51.55
219,Faqueiro,utilidades domesticas,47.04,0.0,26/03/2021,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
220,Mesa de jantar,moveis,213.7,12.2672972791,25/10/2020,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
221,Lava louças,eletrodomesticos,1337.09,72.0844351685,06/02/2022,João Souza,SP,5,boleto,1,-22.19,-48.79
222,Smartwatch,eletronicos,188.27,7.6092501742,18/09/2020,Thiago Silva,SP,5,cartao_credito,5,-22.19,-48.79
223,Cama box,moveis,431.26,20.5477366622,21/07/2020,Rafael Costa,BA,5,cartao_credito,6,-13.29,-41.71
224,Modelagem preditiva,livros,98.22,2.814358581,13/03/2022,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
225,Faqueiro,utilidades domesticas,76.1,4.739108211,21/01/2023,Bianca Santos,CE,5,cartao_credito,3,-5.2,-39.53
226,Mesa de jantar,moveis,291.53,16.4115106351,21/02/2021,Lucas Oliveira,PR,1,boleto,1,-24.89,-51.55
227,Dashboards com Power BI,livros,40.98,0.0,01/02/2023,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
228,Geladeira,eletrodomesticos,2674.02,139.9679595347,24/08/2021,Bruno Rodrigues,PR,5,cartao_credito,4,-24.89,-51.55
229,Copo térmico,esporte e lazer,88.93,2.319694029,17/10/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
230,Kit banquetas,moveis,324.23,14.8487111517,05/08/2020,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
231,Smart TV,eletronicos,1600.36,86.102770646,04/05/2021,Isabella Pereira,AL,2,cartao_credito,10,-9.62,-36.82
232,Cubo mágico 8x8,brinquedos,24.83,0.0,08/02/2022,João Souza,DF,4,boleto,1,-15.83,-47.86
233,Guarda roupas,moveis,651.21,35.2060779226,09/06/2020,Camila Ribeiro,DF,1,cartao_credito,1,-15.83,-47.86
234,Bateria,instrumentos musicais,1008.65,53.9907039823,03/09/2022,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
235,Copo térmico,esporte e lazer,73.63,4.4516805164,31/12/2022,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
236,Iniciando em programação,livros,80.12,1.8505880331,18/07/2020,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
237,Lavadora de roupas,eletrodomesticos,1689.8,87.5612054658,14/01/2020,Lucas Oliveira,PR,3,cartao_credito,5,-24.89,-51.55
238,Mesa de jantar,moveis,451.83,24.9470033879,10/02/2022,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
239,Smartwatch,eletronicos,197.5,14.9963195521,19/07/2022,Rafael Costa,SP,1,cartao_credito,7,-22.19,-48.79
240,Cadeira de escritório,moveis,634.32,34.6640468844,22/10/2021,Mariana Ferreira,PR,5,cartao_credito,6,-24.89,-51.55
241,Bicicleta,esporte e lazer,482.76,26.593932838,04/11/2022,Bruno Rodrigues,MG,4,boleto,1,-18.1,-44.38
242,Fogão,eletrodomesticos,670.91,38.8877554546,29/05/2020,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
243,Violão,instrumentos musicais,401.83,18.9806776995,25/10/2020,Juliana Costa,PR,4,cartao_credito,1,-24.89,-51.55
244,Jogo de tabuleiro,brinquedos,263.85,18.5292574445,12/04/2022,Pedro Gomes,MG,1,boleto,1,-18.1,-44.38
245,Cômoda,moveis,416.39,23.1113626629,27/02/2022,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
246,Modelagem preditiva,livros,67.46,1.1764811195,13/02/2020,Mariana Ferreira,BA,1,cartao_credito,4,-13.29,-41.71
247,Cama box,moveis,427.06,20.3240992975,19/07/2021,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
248,Jogo de panelas,utilidades domesticas,116.21,13.9898425111,29/03/2023,Bruno Rodrigues,SP,3,cartao_credito,1,-22.19,-48.79
249,Fogão,eletrodomesticos,790.74,39.6889652012,04/02/2020,Larissa Alves,SP,3,boleto,1,-22.19,-48.79
250,Cama king,moveis,980.46,59.7621256663,03/08/2021,Felipe Santos,MG,5,cartao_credito,4,-18.1,-44.38
251,Violão,instrumentos musicais,391.92,21.1573377586,06/05/2022,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
252,Boneca bebê,brinquedos,61.72,3.8126693109,20/03/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
253,Sofá retrátil,moveis,986.73,50.1248430842,20/08/2020,Isabella Pereira,MG,5,cupom,1,-18.1,-44.38
254,Faqueiro,utilidades domesticas,62.5,0.0,04/07/2020,Thiago Silva,ES,5,cartao_credito,4,-19.19,-40.34
255,Assistente virtual,eletronicos,168.27,9.6468834265,15/10/2022,Rafael Costa,PR,1,cartao_credito,1,-24.89,-51.55
256,Mesa de jantar,moveis,235.07,10.1012093809,11/12/2020,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
257,Carrinho controle remoto,brinquedos,88.11,2.2760314959,03/09/2021,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
258,Cama box,moveis,988.27,53.15350891,06/06/2021,Larissa Alves,BA,5,cartao_credito,1,-13.29,-41.71
259,Dinossauro Rex,brinquedos,28.89,3.1910999395,21/10/2022,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
260,Corda de pular,esporte e lazer,23.75,10.3590024154,22/04/2022,João Souza,SP,4,cupom,1,-22.19,-48.79
261,Bateria,instrumentos musicais,1362.06,77.0056360855,20/02/2021,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
262,Celular Plus X42,eletronicos,3386.44,177.9021812878,01/07/2022,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
263,Modelagem preditiva,livros,91.39,2.4506816284,11/02/2020,Felipe Santos,SP,1,boleto,1,-22.19,-48.79
264,TV Led UHD 4K,eletronicos,3523.43,185.1964866666,25/03/2021,Rafael Costa,PE,5,boleto,1,-8.38,-37.86
265,Celular ABXY,eletronicos,1298.32,69.6627386544,26/01/2022,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
266,Violão,instrumentos musicais,467.69,22.4875245661,21/09/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
267,Cama king,moveis,1027.39,52.2898657625,04/07/2021,Larissa Alves,SP,1,boleto,1,-22.19,-48.79
268,Poltrona,moveis,302.7,13.7023034226,25/11/2021,Juliana Costa,DF,5,cartao_credito,1,-15.83,-47.86
269,Mochila,esporte e lazer,143.84,5.2434863376,03/10/2021,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
270,Lavadora de roupas,eletrodomesticos,1976.24,105.9158468228,12/02/2023,Larissa Alves,SP,2,cartao_credito,3,-22.19,-48.79
271,TV Led UHD 4K,eletronicos,2310.14,123.291131075,03/10/2021,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
272,Geladeira,eletrodomesticos,3208.54,171.3762069415,06/02/2021,Thiago Silva,RJ,1,boleto,1,-22.25,-42.66
273,Micro-ondas,eletrodomesticos,454.81,21.8017033143,16/08/2022,Lucas Oliveira,SP,4,cartao_credito,3,-22.19,-48.79
274,Smartwatch,eletronicos,206.98,8.605501387,16/01/2022,Isabella Pereira,MG,5,cartao_credito,5,-18.1,-44.38
275,Fone de ouvido,eletronicos,87.3,4.9315882751,30/05/2021,Larissa Alves,MS,1,cartao_credito,2,-20.51,-54.54
276,Faqueiro,utilidades domesticas,50.43,0.0,05/04/2020,Isabella Pereira,SC,5,boleto,1,-27.45,-50.95
277,Cadeira de escritório,moveis,363.02,16.9141619557,19/03/2020,Bianca Santos,DF,3,cartao_credito,2,-15.83,-47.86
278,Assistente virtual,eletronicos,292.65,16.2697442412,25/02/2020,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
279,Celular Plus X42,eletronicos,2813.37,147.3879278137,20/06/2021,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
280,Bateria,instrumentos musicais,541.84,36.6533595442,21/12/2022,Bruno Rodrigues,RS,5,cartao_credito,10,-30.17,-53.5
281,Smart TV,eletronicos,2119.81,110.4579443221,27/07/2021,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
282,Fone de ouvido,eletronicos,192.37,19.8240673076,11/02/2022,Bruno Rodrigues,SP,5,cartao_credito,5,-22.19,-48.79
283,Xadrez de madeira,brinquedos,49.63,0.0,08/12/2020,Bruno Rodrigues,RJ,3,cartao_credito,3,-22.25,-42.66
284,Bateria,instrumentos musicais,654.5,35.7385711748,09/07/2021,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
285,Mesa de centro,moveis,181.48,7.2477031013,23/02/2020,Mariana Ferreira,PA,5,cartao_credito,6,-3.79,-52.48
286,Celular Plus X42,eletronicos,3109.99,171.8395467812,11/05/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
287,Fogão,eletrodomesticos,1017.25,54.4486281101,07/12/2020,Beatriz Moraes,SP,5,cartao_credito,10,-22.19,-48.79
288,Fone de ouvido,eletronicos,93.13,2.5433313938,19/04/2022,Pedro Gomes,ES,1,cartao_credito,10,-19.19,-40.34
289,Panela de pressão,utilidades domesticas,127.4,4.3681057958,24/11/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
290,Cama king,moveis,1296.59,69.3226427426,14/05/2020,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
291,Jogo de panelas,utilidades domesticas,122.27,4.0949487289,14/09/2021,Juliana Costa,RS,5,boleto,1,-30.17,-53.5
292,Faqueiro,utilidades domesticas,77.91,1.7329121817,26/08/2021,Lucas Oliveira,PR,1,cartao_credito,2,-24.89,-51.55
293,Violão,instrumentos musicais,568.47,30.9563294633,28/05/2020,Lucas Oliveira,PE,5,cartao_credito,3,-8.38,-37.86
294,Ciência de dados com python,livros,60.39,4.1040009975,22/03/2023,Isabella Pereira,MS,5,cartao_credito,5,-20.51,-54.54
295,Sofá retrátil,moveis,950.37,50.8874693121,05/02/2021,Bruno Rodrigues,RS,4,cartao_credito,1,-30.17,-53.5
296,Poltrona,moveis,318.96,14.5680995059,21/09/2020,Thiago Silva,SP,5,cartao_credito,9,-22.19,-48.79
297,Guarda roupas,moveis,606.36,32.8131108139,09/09/2022,Mariana Ferreira,GO,5,cartao_credito,1,-15.98,-49.86
298,Jogo de panelas,utilidades domesticas,254.01,11.1097074018,16/01/2020,Rafael Costa,RS,4,cartao_credito,1,-30.17,-53.5
299,Bola de vôlei,esporte e lazer,77.47,10.3669798256,06/06/2022,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
300,Cama box,moveis,726.87,46.5016918905,03/05/2021,Bruno Rodrigues,SP,5,cartao_credito,7,-22.19,-48.79
301,Guarda roupas,moveis,685.39,34.0793946366,27/07/2022,Larissa Alves,RJ,1,cartao_credito,5,-22.25,-42.66
302,Cama box,moveis,415.06,22.6318008571,31/01/2021,Beatriz Moraes,MG,4,boleto,1,-18.1,-44.38
303,Smart TV,eletronicos,2249.33,127.5681067162,08/03/2020,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
304,Faqueiro,utilidades domesticas,65.81,4.3925996919,18/11/2021,Bianca Santos,BA,5,cartao_credito,2,-13.29,-41.71
305,Dashboards com Power BI,livros,51.3,3.0146965776,16/09/2022,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
306,TV Led UHD 4K,eletronicos,3836.63,201.8734444345,15/11/2020,Thiago Silva,CE,3,cartao_credito,5,-5.2,-39.53
307,Cama king,moveis,611.01,33.0655488604,12/01/2020,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
308,Faqueiro,utilidades domesticas,45.91,2.7276952929,15/03/2021,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
309,Blocos de montar,brinquedos,49.38,2.9124623537,31/03/2020,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
310,TV Led UHD 4K,eletronicos,3193.24,167.6148625114,15/12/2022,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
311,Bola de basquete,esporte e lazer,90.71,5.1131605164,17/06/2020,Rafael Costa,GO,2,cupom,1,-15.98,-49.86
312,Cama king,moveis,1208.97,65.2624306052,18/01/2023,Lucas Oliveira,SP,1,cartao_credito,2,-22.19,-48.79
313,Jogo de copos,utilidades domesticas,43.16,0.0,13/10/2021,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
314,Faqueiro,utilidades domesticas,70.73,4.6545748906,04/08/2021,Lucas Oliveira,SC,5,cartao_credito,9,-27.45,-50.95
315,Jogo de tabuleiro,brinquedos,180.37,10.1304248638,11/07/2022,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
316,Fogão,eletrodomesticos,857.34,45.9339016839,29/12/2021,João Souza,CE,5,cartao_credito,6,-5.2,-39.53
317,Mesa de centro,moveis,161.39,8.8766578824,20/03/2023,Isabella Pereira,SP,5,cartao_credito,7,-22.19,-48.79
318,Iniciando em programação,livros,62.46,0.0,19/03/2020,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
319,Fogão,eletrodomesticos,594.09,31.9166311462,16/03/2022,Camila Ribeiro,SE,4,cartao_credito,2,-10.57,-37.45
320,Guarda roupas,moveis,616.91,30.4330406521,31/07/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
321,Cadeira de escritório,moveis,472.29,26.5471370076,10/12/2022,Thiago Silva,SP,3,cartao_credito,10,-22.19,-48.79
322,Blocos de montar,brinquedos,32.21,0.0,30/09/2022,Isabella Pereira,GO,5,cartao_credito,1,-15.98,-49.86
323,Copo térmico,esporte e lazer,37.85,2.546503157,25/04/2021,Bruno Rodrigues,RO,4,cartao_credito,5,-10.83,-63.34
324,Smartwatch,eletronicos,187.38,7.5618603517,07/04/2020,Pedro Gomes,SP,4,boleto,1,-22.19,-48.79
325,Iniciando em programação,livros,56.37,3.5326374414,28/07/2022,Bruno Rodrigues,PE,5,boleto,1,-8.38,-37.86
326,Bateria,instrumentos musicais,837.19,45.1089534196,11/03/2023,Beatriz Moraes,SC,1,cartao_credito,2,-27.45,-50.95
327,Tablet ABXY,eletronicos,2008.4,104.5256969884,24/09/2021,Larissa Alves,PR,1,cartao_credito,2,-24.89,-51.55
328,Sofá retrátil,moveis,903.13,49.0288033525,03/02/2023,Mariana Ferreira,CE,5,cartao_credito,1,-5.2,-39.53
329,Ciência de dados com python,livros,72.34,1.4363264385,19/07/2022,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
330,Bateria,instrumentos musicais,1175.91,60.1981089544,06/04/2021,Isabella Pereira,BA,1,cartao_credito,10,-13.29,-41.71
331,Bicicleta,esporte e lazer,667.67,33.1358579455,17/08/2022,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
332,Blocos de montar,brinquedos,56.58,9.5583399675,06/10/2020,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
333,Tablet ABXY,eletronicos,990.72,53.4398716649,02/04/2020,Felipe Santos,SP,4,cupom,1,-22.19,-48.79
334,Cubo mágico 8x8,brinquedos,12.79,0.0,20/11/2020,Camila Ribeiro,SC,1,cartao_credito,10,-27.45,-50.95
335,Violão,instrumentos musicais,559.91,37.3691033505,09/09/2021,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
336,TV Led UHD 4K,eletronicos,3402.14,187.3956553761,24/02/2023,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
337,Fogão,eletrodomesticos,1149.97,58.8168819924,01/09/2020,Larissa Alves,MG,5,cartao_credito,3,-18.1,-44.38
338,Mochila,esporte e lazer,128.28,13.0724594686,16/04/2021,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
339,Mesa de centro,moveis,169.17,6.5922326347,06/11/2020,Thiago Silva,PI,2,cartao_credito,1,-6.6,-42.28
340,TV Led UHD 4K,eletronicos,3186.94,170.5833825729,28/06/2020,Beatriz Moraes,SC,5,cartao_credito,3,-27.45,-50.95
341,Impressora,eletronicos,363.8,20.0582676933,01/04/2022,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
342,Micro-ondas,eletrodomesticos,569.96,27.9330943966,30/03/2020,Beatriz Moraes,MG,1,cartao_credito,1,-18.1,-44.38
343,Dinossauro Rex,brinquedos,27.7,13.1209698708,25/10/2020,Bianca Santos,SP,5,cartao_credito,7,-22.19,-48.79
344,Guitarra,instrumentos musicais,1236.9,66.3923084306,09/07/2021,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
345,Jogo de copos,utilidades domesticas,28.18,0.0,11/03/2023,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
346,Fone de ouvido,eletronicos,136.2,4.8366793218,14/03/2022,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
347,Bola de basquete,esporte e lazer,89.99,5.3228012989,29/03/2023,Beatriz Moraes,BA,3,cartao_credito,8,-13.29,-41.71
348,Iniciando em programação,livros,56.74,3.3043602119,03/03/2021,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
349,Jogo de panelas,utilidades domesticas,252.28,11.0175901063,22/12/2022,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
350,Bateria,instrumentos musicais,1195.35,64.1798959298,15/05/2021,Isabella Pereira,RS,4,cartao_credito,5,-30.17,-53.5
351,Cadeira de escritório,moveis,542.45,26.4682696578,31/08/2022,Larissa Alves,MG,4,cartao_credito,2,-18.1,-44.38
352,Headset,eletronicos,313.94,17.0051373539,07/04/2022,Pedro Gomes,AL,4,cupom,1,-9.62,-36.82
353,Carrinho controle remoto,brinquedos,98.53,5.7775306071,19/11/2022,Pedro Gomes,DF,5,cartao_credito,1,-15.83,-47.86
354,Pandeiro,instrumentos musicais,63.47,3.9106910817,12/07/2022,Larissa Alves,SC,5,cartao_credito,10,-27.45,-50.95
355,Fogão,eletrodomesticos,929.59,50.0289754431,18/02/2020,João Souza,BA,3,cartao_credito,1,-13.29,-41.71
356,Mesa de jantar,moveis,498.95,27.0938514465,08/03/2021,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
357,TV Led UHD 4K,eletronicos,2854.98,149.603535134,06/06/2022,Rafael Costa,SP,1,cartao_credito,10,-22.19,-48.79
358,Guarda roupas,moveis,668.91,35.9005710574,02/12/2021,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
359,Cubo mágico 8x8,brinquedos,10.45,1.2434432127,10/10/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
360,Fone de ouvido,eletronicos,171.9,15.5327722206,08/03/2022,Thiago Silva,RJ,2,cartao_credito,1,-22.25,-42.66
361,Micro-ondas,eletrodomesticos,1089.38,55.5906467716,23/11/2021,Juliana Costa,SP,5,cartao_debito,1,-22.19,-48.79
362,Geladeira,eletrodomesticos,2856.32,149.6748861027,23/02/2020,Larissa Alves,MG,5,cartao_credito,1,-18.1,-44.38
363,Geladeira,eletrodomesticos,2505.44,133.9334076146,16/09/2020,Camila Ribeiro,RS,1,cartao_credito,1,-30.17,-53.5
364,Bicicleta,esporte e lazer,959.24,51.607748744,22/02/2021,Juliana Costa,SP,5,cartao_credito,8,-22.19,-48.79
365,Jogo de panelas,utilidades domesticas,210.0,22.8278964388,23/01/2020,Larissa Alves,RJ,5,cartao_credito,10,-22.25,-42.66
366,Smartwatch,eletronicos,178.2,9.7717398112,06/12/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
367,Assistente virtual,eletronicos,285.43,12.7827278777,25/02/2022,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
368,Bola de vôlei,esporte e lazer,53.79,3.3952602031,11/01/2023,Thiago Silva,PB,2,cartao_credito,4,-7.28,-36.72
369,Jogo de tabuleiro,brinquedos,311.78,14.1857861063,25/12/2020,Larissa Alves,PR,5,boleto,1,-24.89,-51.55
370,Ciência de dados com python,livros,66.11,4.4600064466,11/01/2020,Camila Ribeiro,RJ,1,cartao_credito,1,-22.25,-42.66
371,Bola de basquete,esporte e lazer,74.44,4.8521212294,10/08/2021,Bianca Santos,SC,5,boleto,1,-27.45,-50.95
372,Mesa de centro,moveis,210.56,8.7961256169,16/10/2021,Juliana Costa,ES,5,boleto,1,-19.19,-40.34
373,Copo térmico,esporte e lazer,71.39,1.3857417964,13/02/2020,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
374,Micro-ondas,eletrodomesticos,876.45,47.6081736167,20/06/2021,Pedro Gomes,MG,5,cartao_credito,8,-18.1,-44.38
375,Iniciando em programação,livros,44.69,2.6683848666,16/10/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
376,Xadrez de madeira,brinquedos,26.7,2.8208100222,25/05/2021,João Souza,SP,4,cartao_credito,1,-22.19,-48.79
377,Mesa de centro,moveis,272.16,12.0761402992,23/11/2021,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
378,Micro-ondas,eletrodomesticos,447.01,24.3330422386,30/03/2020,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
379,Bola de vôlei,esporte e lazer,56.56,3.5427543698,02/11/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
380,Blocos de montar,brinquedos,51.78,3.0402551336,04/09/2021,Beatriz Moraes,MG,4,boleto,1,-18.1,-44.38
381,Iniciando em programação,livros,59.31,3.6891835967,07/10/2022,Beatriz Moraes,PR,5,cartao_credito,2,-24.89,-51.55
382,Mesa de jantar,moveis,304.52,26.72087636,31/03/2023,Felipe Santos,SP,3,boleto,1,-22.19,-48.79
383,Guarda roupas,moveis,690.77,34.3658634514,11/03/2023,Bruno Rodrigues,RS,5,boleto,1,-30.17,-53.5
384,Jogo de tabuleiro,brinquedos,253.07,14.0063206884,03/02/2020,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
385,Geladeira,eletrodomesticos,2232.46,116.4562179255,14/05/2022,Mariana Ferreira,CE,4,cupom,1,-5.2,-39.53
386,Cadeira de escritório,moveis,697.51,37.6665740979,03/08/2022,Thiago Silva,MG,4,cartao_credito,4,-18.1,-44.38
387,Poltrona,moveis,253.17,11.0649799288,25/09/2021,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
388,Cama king,moveis,1291.64,66.3603832918,08/05/2021,Beatriz Moraes,BA,3,cupom,1,-13.29,-41.71
389,Carrinho controle remoto,brinquedos,107.02,3.282932107,10/09/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
390,Corda de pular,esporte e lazer,15.37,0.0,21/03/2021,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
391,Bola de basquete,esporte e lazer,57.63,3.5997286508,15/04/2021,Thiago Silva,MG,5,cartao_credito,5,-18.1,-44.38
392,Cubo mágico 8x8,brinquedos,10.07,0.0,22/10/2020,Camila Ribeiro,SP,4,cartao_credito,8,-22.19,-48.79
393,Cama box,moveis,944.77,51.1945754254,21/02/2021,Mariana Ferreira,SP,4,cartao_credito,3,-22.19,-48.79
394,Boneca bebê,brinquedos,60.42,0.0,22/04/2022,Bianca Santos,MG,5,cartao_credito,1,-18.1,-44.38
395,Jogo de tabuleiro,brinquedos,150.18,5.5810722643,26/02/2022,Larissa Alves,RJ,2,cartao_credito,2,-22.25,-42.66
396,Lavadora de roupas,eletrodomesticos,2072.6,107.9441538489,02/12/2021,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
397,Corda de pular,esporte e lazer,26.96,0.0,16/03/2023,Larissa Alves,SP,4,cartao_credito,3,-22.19,-48.79
398,Mochila,esporte e lazer,147.24,8.5270991932,01/09/2022,Isabella Pereira,PR,5,cartao_credito,4,-24.89,-51.55
399,Panela de pressão,utilidades domesticas,101.9,3.0103075101,20/01/2022,Felipe Santos,AL,4,cartao_credito,1,-9.62,-36.82
400,Cômoda,moveis,323.19,17.4920211227,14/01/2020,Bianca Santos,SP,3,cartao_credito,8,-22.19,-48.79
401,Mesa de jantar,moveis,210.52,17.589171036,02/05/2021,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
402,Cama box,moveis,524.55,28.8191246168,27/04/2020,Beatriz Moraes,CE,5,cartao_credito,3,-5.2,-39.53
403,Bola de basquete,esporte e lazer,42.21,2.530681424,12/01/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
404,Lava louças,eletrodomesticos,1540.14,79.5922607035,08/07/2022,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
405,Jogo de tabuleiro,brinquedos,236.16,10.1592486018,06/12/2020,Juliana Costa,DF,4,cartao_credito,1,-15.83,-47.86
406,TV Led UHD 4K,eletronicos,2761.79,147.3401348295,18/06/2021,Bianca Santos,RJ,5,boleto,1,-22.25,-42.66
407,Cama box,moveis,527.47,25.6706297237,12/09/2020,Camila Ribeiro,DF,5,cartao_credito,10,-15.83,-47.86
408,Carrinho controle remoto,brinquedos,110.59,9.0524011234,05/08/2020,Isabella Pereira,MG,5,boleto,1,-18.1,-44.38
