,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
210,Headset,eletronicos,192.87,14.749785981,27/06/2021,Felipe Santos,PR,4,cupom,1,-24.89,-51.55
211,Iniciando em programação,livros,76.49,4.6039669123,28/10/2021,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
212,Guarda roupas,moveis,644.77,34.8631672967,14/01/2023,Mariana Ferreira,RS,5,boleto,1,-30.17,-53.5
213,Celular ABXY,eletronicos,1239.47,72.377663039,07/11/2021,Lucas Oliveira,MT,1,cartao_credito,1,-12.64,-55.42
214,Impressora,eletronicos,421.85,22.99334793,07/10/2020,Pedro Gomes,SP,4,cartao_credito,5,-22.19,-48.79
215,Cama king,moveis,734.73,42.2859784583,15/04/2020,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
216,Mesa de centro,moveis,195.75,10.9542031301,06/09/2022,Beatriz Moraes,SP,5,cartao_credito,4,-22.19,-48.79
217,Pandeiro,instrumentos musicais,128.44,7.7274587756,08/02/2023,Mariana Ferreira,SP,4,cartao_credito,8,-22.19,-48.79
218,Iniciando em programação,livros,62.64,3.8664960787,19/11/2022,Camila Ribeiro,SC,3,cartao_credito,1,-27.45,-50.95
219,Violão,instrumentos musicais,316.84,17.1595536296,01/01/2022,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
220,Blocos de montar,brinquedos,46.27,0.0,19/11/2021,Bianca Santos,RJ,4,cartao_credito,6,-22.25,-42.66
221,Panela de pressão,utilidades domesticas,102.47,6.1432313794,11/06/2022,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
222,Mesa de jantar,moveis,446.99,21.38531184,17/11/2022,Thiago Silva,RS,4,boleto,1,-30.17,-53.5
223,Boneca bebê,brinquedos,68.27,1.2196111827,12/07/2020,João Souza,MG,5,cartao_credito,4,-18.1,-44.38
224,Violão,instrumentos musicais,328.35,18.0147542158,05/03/2022,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
225,Kit banquetas,moveis,435.64,23.4796453277,12/01/2020,Isabella Pereira,SC,5,boleto,1,-27.45,-50.95
226,TV Led UHD 4K,eletronicos,2609.38,139.8814827637,09/01/2021,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
227,Xadrez de madeira,brinquedos,47.99,0.0,05/06/2022,Isabella Pereira,PE,4,boleto,1,-8.38,-37.86
228,Celular ABXY,eletronicos,1402.22,74.9471224649,12/05/2020,Juliana Costa,SC,5,cartao_credito,1,-27.45,-50.95
229,Smartwatch,eletronicos,174.79,10.1954568361,23/03/2020,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
230,Smartwatch,eletronicos,173.8,6.8387662058,25/03/2022,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
231,Fone de ouvido,eletronicos,103.91,5.8160208055,27/12/2020,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
232,Modelagem preditiva,livros,72.5,4.1435327995,17/04/2022,Felipe Santos,RJ,3,cartao_credito,1,-22.25,-42.66
233,Ciência de dados com python,livros,84.13,5.0107739281,23/02/2022,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
234,Carrinho controle remoto,brinquedos,72.01,11.6363254825,22/09/2020,Juliana Costa,SP,5,cartao_credito,3,-22.19,-48.79
235,Corda de pular,esporte e lazer,14.87,1.3180477546,23/01/2023,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
236,Micro-ondas,eletrodomesticos,773.63,41.7245746338,17/02/2020,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
237,Celular ABXY,eletronicos,1776.02,92.1521610813,28/05/2021,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
238,TV Led UHD 4K,eletronicos,2593.13,138.6074758433,22/11/2020,Juliana Costa,PE,4,boleto,1,-8.38,-37.86
239,Bola de vôlei,esporte e lazer,52.86,3.5016481263,15/09/2022,Pedro Gomes,MG,4,cartao_credito,3,-18.1,-44.38
240,Bicicleta,esporte e lazer,850.42,42.8667456597,07/08/2022,João Souza,RO,1,cartao_credito,1,-10.83,-63.34
241,Dashboards com Power BI,livros,47.02,2.7867994536,05/05/2022,Bruno Rodrigues,PE,5,cartao_credito,1,-8.38,-37.86
242,Guarda roupas,moveis,657.26,32.581556763,18/03/2020,Mariana Ferreira,GO,5,boleto,1,-15.98,-49.86
243,Bola de basquete,esporte e lazer,82.07,4.653106509,17/10/2020,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
244,Mochila,esporte e lazer,131.07,4.5635222549,15/06/2022,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
245,Cômoda,moveis,421.1,20.0067472276,18/12/2021,Bianca Santos,MG,3,cartao_credito,3,-18.1,-44.38
246,Violão,instrumentos musicais,550.27,29.5833479744,13/10/2020,Isabella Pereira,SP,4,cartao_credito,7,-22.19,-48.79
247,Lava louças,eletrodomesticos,1365.27,72.9796461254,21/08/2021,Thiago Silva,GO,5,cartao_credito,3,-15.98,-49.86
248,Bicicleta,esporte e lazer,895.4,58.1834587544,14/11/2021,Thiago Silva,SP,4,cartao_credito,4,-22.19,-48.79
249,Dashboards com Power BI,livros,39.05,2.3624209306,24/04/2021,Isabella Pereira,RJ,4,cartao_credito,6,-22.25,-42.66
250,Secadora de roupas,eletrodomesticos,1837.87,98.1441743538,02/12/2021,Beatriz Moraes,PR,1,cartao_credito,10,-24.89,-51.55
251,Cadeira de escritório,moveis,359.62,16.7331221843,28/02/2020,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
252,Bola de basquete,esporte e lazer,64.57,3.7269350596,23/09/2022,Pedro Gomes,DF,5,cartao_credito,1,-15.83,-47.86
253,Headset,eletronicos,100.2,6.0223607085,16/04/2021,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
254,Carrinho controle remoto,brinquedos,98.46,5.9297109431,23/10/2021,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
255,Xadrez de madeira,brinquedos,49.51,3.1673630791,15/03/2021,Bruno Rodrigues,RJ,4,cartao_credito,4,-22.25,-42.66
256,Bicicleta,esporte e lazer,928.16,47.0061667864,01/08/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
257,Corda de pular,esporte e lazer,10.81,1.1067045043,16/05/2020,Juliana Costa,SP,4,cartao_credito,3,-22.19,-48.79
258,Fogão,eletrodomesticos,1174.04,73.0202004928,21/10/2022,Camila Ribeiro,SP,4,boleto,1,-22.19,-48.79
259,Cômoda,moveis,339.25,15.6484809654,07/04/2020,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
260,Cama king,moveis,1022.62,60.6933739328,02/05/2022,Beatriz Moraes,RJ,2,cartao_credito,1,-22.25,-42.66
261,Copo térmico,esporte e lazer,53.11,3.1167245359,17/09/2022,Thiago Silva,DF,4,cartao_credito,2,-15.83,-47.86
262,Iniciando em programação,livros,57.26,4.4480380854,21/11/2021,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
263,Secadora de roupas,eletrodomesticos,1139.6,63.8440879459,17/03/2022,Isabella Pereira,DF,5,cartao_credito,1,-15.83,-47.86
264,Bola de basquete,esporte e lazer,52.87,3.0982943544,22/01/2023,Pedro Gomes,SP,4,cartao_credito,2,-22.19,-48.79
265,Corda de pular,esporte e lazer,10.99,1.4735996126,10/02/2022,Pedro Gomes,MG,5,cartao_credito,3,-18.1,-44.38
266,Cama king,moveis,730.68,39.1952886318,25/06/2022,Juliana Costa,MS,5,cartao_credito,3,-20.51,-54.54
267,Pandeiro,instrumentos musicais,117.89,3.8617269057,18/02/2023,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
268,Guitarra,instrumentos musicais,896.86,45.3395359494,06/01/2022,Felipe Santos,MG,5,cartao_credito,2,-18.1,-44.38
269,Bateria,instrumentos musicais,1148.94,61.7038635142,07/02/2021,Larissa Alves,ES,1,cartao_credito,7,-19.19,-40.34
270,Geladeira,eletrodomesticos,2444.3,130.682726084,09/08/2022,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
271,Bola de vôlei,esporte e lazer,70.33,1.3292999854,17/09/2020,Rafael Costa,SP,5,cartao_credito,10,-22.19,-48.79
272,Tablet ABXY,eletronicos,2190.51,114.222506628,24/11/2021,Rafael Costa,RJ,4,cartao_credito,1,-22.25,-42.66
273,Xadrez de madeira,brinquedos,31.81,4.8576031254,13/11/2020,Bianca Santos,RJ,5,cartao_credito,1,-22.25,-42.66
274,Sofá retrátil,moveis,904.69,48.7031253524,07/03/2020,Lucas Oliveira,SP,2,cartao_credito,10,-22.19,-48.79
275,Guarda roupas,moveis,660.7,32.7647264141,03/12/2021,Larissa Alves,RS,4,cartao_credito,1,-30.17,-53.5
276,Pandeiro,instrumentos musicais,78.74,1.7771071847,03/04/2021,João Souza,RS,5,cartao_credito,4,-30.17,-53.5
277,Sofá retrátil,moveis,988.42,58.8723268202,06/09/2020,João Souza,MT,5,cartao_credito,5,-12.64,-55.42
278,Bateria,instrumentos musicais,1281.63,65.827380906,18/02/2023,Bianca Santos,RJ,5,cartao_credito,10,-22.25,-42.66
279,Copo térmico,esporte e lazer,71.22,1.3766898079,18/05/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
280,Mesa de centro,moveis,177.27,9.9701987254,02/09/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
281,Assistente virtual,eletronicos,271.83,12.058568792,05/12/2021,Camila Ribeiro,MG,5,cartao_credito,2,-18.1,-44.38
282,Celular Plus X42,eletronicos,3139.3,167.441406627,24/02/2022,Lucas Oliveira,RS,5,boleto,1,-30.17,-53.5
283,Pandeiro,instrumentos musicais,58.4,3.9980394842,20/01/2023,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
284,Corda de pular,esporte e lazer,21.22,7.5095155268,29/04/2020,Larissa Alves,ES,5,boleto,1,-19.19,-40.34
285,Cama box,moveis,534.49,26.0444236047,09/02/2023,Juliana Costa,SP,3,cartao_credito,2,-22.19,-48.79
286,Headset,eletronicos,247.99,10.7891605124,23/10/2020,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
287,Copo térmico,esporte e lazer,31.8,2.2243588579,28/01/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
288,TV Led UHD 4K,eletronicos,2858.39,161.2950546739,19/06/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
289,Pandeiro,instrumentos musicais,64.15,1.0002335773,20/03/2021,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
290,Bateria,instrumentos musicais,1391.22,71.662718715,24/01/2020,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
291,Smart TV,eletronicos,2124.17,110.6901012055,25/05/2021,Pedro Gomes,SP,4,cartao_credito,6,-22.19,-48.79
292,Dashboards com Power BI,livros,38.14,0.0,06/02/2020,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
293,Cubo mágico 8x8,brinquedos,26.28,1.6824568479,06/03/2022,Bruno Rodrigues,MG,4,cartao_credito,1,-18.1,-44.38
294,Fogão,eletrodomesticos,939.57,47.6137149605,08/08/2022,João Souza,GO,5,cartao_credito,5,-15.98,-49.86
295,Cama box,moveis,647.29,42.268254808,26/08/2021,Isabella Pereira,ES,5,cartao_credito,4,-19.19,-40.34
296,Cômoda,moveis,379.06,20.7149091596,20/10/2022,João Souza,RJ,5,cartao_credito,8,-22.25,-42.66
297,Lavadora de roupas,eletrodomesticos,1787.53,96.0690100631,14/03/2020,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
298,Jogo de copos,utilidades domesticas,34.14,0.0,13/03/2023,Mariana Ferreira,PA,5,cartao_credito,8,-3.79,-52.48
299,Lavadora de roupas,eletrodomesticos,1634.71,87.3265155411,02/07/2021,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
300,Celular ABXY,eletronicos,944.04,50.7935549361,17/07/2020,Lucas Oliveira,SP,5,cartao_credito,4,-22.19,-48.79
301,Jogo de panelas,utilidades domesticas,123.64,6.8665839497,17/02/2020,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
302,TV Led UHD 4K,eletronicos,2873.8,150.6056435158,23/03/2020,Larissa Alves,DF,1,cartao_credito,2,-15.83,-47.86
303,Fogão,eletrodomesticos,981.86,55.4449074915,24/05/2020,Pedro Gomes,ES,5,cartao_credito,8,-19.19,-40.34
304,Bicicleta,esporte e lazer,577.02,31.255683616,13/10/2020,Bianca Santos,MT,5,boleto,1,-12.64,-55.42
305,Headset,eletronicos,179.73,9.8588586118,24/04/2022,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
306,Boneca bebê,brinquedos,78.61,4.4688719181,01/06/2021,Lucas Oliveira,MG,5,cartao_debito,1,-18.1,-44.38
307,Bicicleta,esporte e lazer,327.2,17.705541559,10/05/2021,Bianca Santos,SP,1,cartao_credito,3,-22.19,-48.79
308,Cama box,moveis,469.51,22.5844340908,30/04/2020,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
309,Bicicleta,esporte e lazer,830.34,44.7393719916,21/01/2021,João Souza,AL,5,cartao_credito,1,-9.62,-36.82
310,Assistente virtual,eletronicos,321.83,26.2308656704,02/09/2022,Juliana Costa,PR,1,cartao_credito,6,-24.89,-51.55
311,Jogo de copos,utilidades domesticas,37.44,2.8819825404,01/01/2022,Thiago Silva,RJ,4,cartao_credito,4,-22.25,-42.66
312,TV Led UHD 4K,eletronicos,2898.2,151.9048701108,14/12/2022,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
313,Carrinho controle remoto,brinquedos,109.09,6.6971294882,17/08/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
314,Smart TV,eletronicos,1544.2,79.8084434894,15/05/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
315,Bola de vôlei,esporte e lazer,68.2,1.2158838933,01/07/2020,Thiago Silva,PA,4,cupom,1,-3.79,-52.48
316,Jogo de copos,utilidades domesticas,27.97,0.0,25/05/2021,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
317,Jogo de copos,utilidades domesticas,54.89,6.0865436915,07/12/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
318,Carrinho controle remoto,brinquedos,73.05,1.4741318025,12/08/2020,João Souza,CE,5,cupom,1,-5.2,-39.53
319,Celular Plus X42,eletronicos,2990.08,159.495890541,12/12/2020,Pedro Gomes,SP,5,cartao_credito,7,-22.19,-48.79
320,Geladeira,eletrodomesticos,2294.12,119.7394274273,16/04/2020,Camila Ribeiro,ES,5,cartao_credito,1,-19.19,-40.34
321,Headset,eletronicos,221.78,12.092243705,24/05/2020,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
322,Carrinho controle remoto,brinquedos,119.91,7.2732619373,11/03/2021,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
323,Bicicleta,esporte e lazer,445.91,24.2744705478,19/12/2020,Pedro Gomes,SP,3,cartao_credito,6,-22.19,-48.79
324,Cubo mágico 8x8,brinquedos,29.03,0.0,11/03/2023,Larissa Alves,MG,1,boleto,1,-18.1,-44.38
325,Cama box,moveis,922.01,46.6786977881,20/11/2022,João Souza,SP,5,cupom,1,-22.19,-48.79
326,Impressora,eletronicos,479.05,23.0924103906,09/03/2020,Juliana Costa,CE,1,boleto,1,-5.2,-39.53
327,Faqueiro,utilidades domesticas,45.04,0.0,08/06/2022,Rafael Costa,SP,1,cartao_credito,6,-22.19,-48.79
328,Mesa de jantar,moveis,214.89,21.0231895583,18/04/2020,João Souza,MG,5,cartao_credito,5,-18.1,-44.38
329,Cômoda,moveis,426.56,20.2974758017,18/01/2020,Thiago Silva,RS,5,cartao_credito,5,-30.17,-53.5
330,Headset,eletronicos,61.01,0.0,20/06/2020,Lucas Oliveira,SC,4,cartao_credito,3,-27.45,-50.95
331,Modelagem preditiva,livros,61.28,4.15139082,14/11/2020,Camila Ribeiro,SP,4,cartao_credito,9,-22.19,-48.79
332,Micro-ondas,eletrodomesticos,669.55,33.2359622897,29/07/2022,Juliana Costa,RJ,1,boleto,1,-22.25,-42.66
333,Panela de pressão,utilidades domesticas,71.6,4.1012614105,05/08/2020,Pedro Gomes,CE,5,cartao_credito,9,-5.2,-39.53
334,Corda de pular,esporte e lazer,12.89,0.0,20/06/2021,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
335,Violão,instrumentos musicais,428.82,23.116500845,23/09/2020,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
336,Micro-ondas,eletrodomesticos,467.65,25.1840815287,24/02/2020,Isabella Pereira,MG,5,boleto,1,-18.1,-44.38
337,Bola de basquete,esporte e lazer,86.79,10.8632417873,13/06/2021,Felipe Santos,BA,4,cartao_credito,1,-13.29,-41.71
338,Smart TV,eletronicos,1932.18,100.4672112889,03/07/2022,Isabella Pereira,PR,3,boleto,1,-24.89,-51.55
339,Jogo de tabuleiro,brinquedos,279.58,15.8266417426,13/07/2022,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
340,Kit banquetas,moveis,336.04,15.4775581224,21/06/2020,João Souza,PR,5,boleto,1,-24.89,-51.55
341,Dinossauro Rex,brinquedos,22.21,0.0,14/06/2020,Thiago Silva,CE,3,cartao_debito,1,-5.2,-39.53
342,Assistente virtual,eletronicos,241.22,13.3705043024,01/12/2022,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
343,Mesa de centro,moveis,157.32,5.9612557843,17/10/2022,João Souza,BA,5,cartao_credito,1,-13.29,-41.71
344,Cubo mágico 8x8,brinquedos,12.71,0.0,05/01/2020,Pedro Gomes,BA,5,boleto,1,-13.29,-41.71
345,Carrinho controle remoto,brinquedos,83.37,5.3276168644,02/01/2021,Thiago Silva,MG,5,cartao_credito,3,-18.1,-44.38
346,TV Led UHD 4K,eletronicos,2169.3,115.7918247786,17/10/2020,Bianca Santos,MG,5,cartao_credito,1,-18.1,-44.38
347,Corda de pular,esporte e lazer,26.34,2.3423735908,30/09/2022,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
348,Bicicleta,esporte e lazer,773.72,41.729366863,01/04/2021,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
349,Celular ABXY,eletronicos,1139.44,63.8355684273,26/03/2023,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
350,Jogo de panelas,utilidades domesticas,105.35,6.4979857397,10/10/2022,Camila Ribeiro,PR,2,cartao_credito,8,-24.89,-51.55
351,Xadrez de madeira,brinquedos,36.96,2.4991133345,15/06/2022,Bruno Rodrigues,RJ,5,cartao_credito,10,-22.25,-42.66
352,Jogo de tabuleiro,brinquedos,268.13,14.8082203818,22/01/2022,Bianca Santos,SP,1,boleto,1,-22.19,-48.79
353,Bateria,instrumentos musicais,512.56,35.0942876303,29/10/2021,Larissa Alves,RJ,5,cartao_credito,5,-22.25,-42.66
354,Smartwatch,eletronicos,266.47,20.5683402158,10/07/2022,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
355,Impressora,eletronicos,357.48,19.565839081,06/09/2021,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
356,Corda de pular,esporte e lazer,34.57,2.52776065,09/02/2022,Isabella Pereira,SP,3,cartao_credito,3,-22.19,-48.79
357,Violão,instrumentos musicais,439.4,23.6798540161,13/02/2023,Juliana Costa,RN,2,boleto,1,-5.81,-36.59
358,Panela de pressão,utilidades domesticas,103.62,3.1018923356,28/01/2020,Bruno Rodrigues,RJ,5,cupom,1,-22.25,-42.66
359,Cama box,moveis,849.66,45.7729434048,10/12/2020,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
360,TV Led UHD 4K,eletronicos,3844.95,205.2631248633,11/05/2022,Isabella Pereira,MG,5,cartao_credito,6,-18.1,-44.38
361,Xadrez de madeira,brinquedos,29.87,0.0,06/09/2021,Bianca Santos,SC,5,cartao_credito,8,-27.45,-50.95
362,Fone de ouvido,eletronicos,154.19,11.373969957,03/01/2020,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
363,Jogo de panelas,utilidades domesticas,140.01,7.7438881056,07/01/2020,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
364,Pandeiro,instrumentos musicais,113.32,3.6183881541,16/03/2023,Bianca Santos,CE,5,cartao_credito,1,-5.2,-39.53
365,Smartwatch,eletronicos,180.15,10.1235500612,11/10/2020,Larissa Alves,PA,4,cartao_credito,10,-3.79,-52.48
366,Pandeiro,instrumentos musicais,77.87,1.730782302,17/04/2020,João Souza,RJ,5,boleto,1,-22.25,-42.66
367,Mochila,esporte e lazer,149.75,5.5581760579,28/04/2020,Lucas Oliveira,SC,1,cartao_credito,10,-27.45,-50.95
368,Celular Plus X42,eletronicos,3038.04,162.049616258,14/02/2022,Pedro Gomes,SP,3,cartao_credito,8,-22.19,-48.79
369,Xadrez de madeira,brinquedos,41.6,2.7461793755,19/09/2020,Thiago Silva,SC,5,cartao_credito,4,-27.45,-50.95
370,Mesa de centro,moveis,275.14,14.93915408,24/05/2021,Camila Ribeiro,RJ,5,cartao_credito,1,-22.25,-42.66
371,Geladeira,eletrodomesticos,2319.58,121.0950958333,19/04/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
372,Geladeira,eletrodomesticos,3144.14,165.000435224,29/03/2020,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
373,Boneca bebê,brinquedos,64.03,3.6925307806,28/01/2020,João Souza,SP,4,cartao_credito,4,-22.19,-48.79
374,Celular Plus X42,eletronicos,2426.86,129.7540985505,06/02/2021,Beatriz Moraes,MT,5,cartao_credito,8,-12.64,-55.42
375,Corda de pular,esporte e lazer,28.8,0.0,09/04/2020,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
376,Celular ABXY,eletronicos,1183.51,63.5494515493,17/01/2022,Felipe Santos,PR,5,cartao_debito,1,-24.89,-51.55
377,Geladeira,eletrodomesticos,1957.69,104.7722075033,31/01/2020,Isabella Pereira,MG,5,cartao_credito,3,-18.1,-44.38
378,Celular ABXY,eletronicos,1628.01,86.9697606974,15/10/2021,Bruno Rodrigues,PR,4,cartao_credito,1,-24.89,-51.55
379,Fogão,eletrodomesticos,1204.02,61.6948818882,26/02/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
380,Lavadora de roupas,eletrodomesticos,1968.43,105.1017524801,15/11/2021,Larissa Alves,ES,3,cartao_credito,6,-19.19,-40.34
381,Jogo de copos,utilidades domesticas,54.97,0.0,28/07/2021,Larissa Alves,SP,4,cartao_credito,4,-22.19,-48.79
382,Fogão,eletrodomesticos,567.38,27.7957171583,05/07/2021,Thiago Silva,RJ,1,cartao_credito,3,-22.25,-42.66
383,Bicicleta,esporte e lazer,337.02,25.7473107254,21/01/2022,Mariana Ferreira,SC,5,boleto,1,-27.45,-50.95
384,Blocos de montar,brinquedos,57.73,3.6002138144,06/09/2020,Camila Ribeiro,SP,5,cartao_credito,5,-22.19,-48.79
385,Boneca bebê,brinquedos,54.69,4.5648723226,06/02/2021,Bianca Santos,PR,5,cartao_credito,10,-24.89,-51.55
386,Bola de basquete,esporte e lazer,87.91,5.2120475564,20/11/2020,Juliana Costa,RJ,1,cartao_credito,6,-22.25,-42.66
387,Dashboards com Power BI,livros,35.93,2.4442689332,13/05/2020,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
388,Mochila,esporte e lazer,120.04,3.9762079376,10/01/2020,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
389,Celular Plus X42,eletronicos,3176.17,169.4046232072,13/04/2022,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
390,Faqueiro,utilidades domesticas,57.71,3.7598960356,31/10/2021,João Souza,SP,4,boleto,1,-22.19,-48.79
391,Secadora de roupas,eletrodomesticos,1404.94,75.3399328984,27/12/2020,Thiago Silva,SP,5,cartao_credito,10,-22.19,-48.79
392,Panela de pressão,utilidades domesticas,96.12,6.0065160072,03/01/2020,Isabella Pereira,MG,1,cartao_credito,4,-18.1,-44.38
393,Cama king,moveis,1107.12,56.5352484025,05/10/2020,Beatriz Moraes,SP,5,cartao_credito,8,-22.19,-48.79
394,Bateria,instrumentos musicais,1100.41,58.8822988347,18/08/2022,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
395,Guitarra,instrumentos musicais,1268.72,73.7974585647,05/09/2022,Thiago Silva,ES,4,cartao_credito,10,-19.19,-40.34
396,TV Led UHD 4K,eletronicos,3000.02,157.3264787951,30/08/2021,Mariana Ferreira,SP,4,cartao_credito,3,-22.19,-48.79
397,Pandeiro,instrumentos musicais,60.41,3.4997766711,01/10/2022,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
398,Jogo de copos,utilidades domesticas,36.08,2.4522559819,03/09/2021,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
399,Jogo de tabuleiro,brinquedos,151.27,11.2184887415,02/08/2022,Felipe Santos,SP,3,cartao_credito,2,-22.19,-48.79
400,Ciência de dados com python,livros,92.69,5.2242404633,18/07/2022,Thiago Silva,BA,2,cartao_credito,1,-13.29,-41.71
401,Iniciando em programação,livros,46.11,0.0,05/01/2020,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
402,Cubo mágico 8x8,brinquedos,25.77,5.8522136853,09/10/2021,João Souza,RJ,5,cartao_credito,3,-22.25,-42.66
403,Iniciando em programação,livros,45.87,3.3308546795,28/02/2022,Beatriz Moraes,SP,4,cartao_credito,2,-22.19,-48.79
404,Bicicleta,esporte e lazer,520.28,27.9864706964,01/02/2022,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
405,Cadeira de escritório,moveis,641.64,31.7498387542,25/08/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
406,Lava louças,eletrodomesticos,1776.69,92.1878365656,29/01/2022,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
407,Bola de vôlei,esporte e lazer,69.04,1.2606113662,12/03/2021,Lucas Oliveira,CE,3,cartao_credito,5,-5.2,-39.53
